t,num_objects,dist_min,dist_p10,dist_p50,dist_p90,rel_speed_p10,rel_speed_p50,rel_speed_p90,rel_speed_max,speed_p10,speed_p50,speed_p90,speed_max,size_p10,size_p50,size_p90,size_max
1789224598905,2.0,104.85088710213181,104.85088710213181,104.85088710213181,104.85088710213181,9.924707036848593,9.924707036848593,9.924707036848593,9.924707036848593,2.1729059804340753,6.142059464170277,10.111212947906479,11.103501318840529,24272.351940496825,81338.23514704686,138404.1183535969,152670.5891552344
1789224598987,2.0,83.01597317845045,83.01597317845045,83.01597317845045,83.01597317845045,38.598204682913305,38.598204682913305,38.598204682913305,38.598204682913305,4.9938227703764895,19.520466235587627,34.047109700798764,37.678770567101544,28350.24967493713,101403.35908196867,174456.4684890002,192719.74584075809
1789224599068,2.0,82.92074011552945,82.92074011552945,82.92074011552945,82.92074011552945,25.006783079738714,25.006783079738714,25.006783079738714,25.006783079738714,5.095226414593589,13.489429959298834,21.883633504004077,23.98218439018039,28427.71034187153,102132.94840263203,175838.1864633925,194264.49597858265
1789224599140,3.0,73.8815832018965,74.3343125232586,76.14522980870697,117.45916047980303,142.4845950640933,254.2100563698363,345.5182981190793,368.34535855639007,25.446585917085933,117.05015578827921,224.75085724659158,251.67603261116966,39544.57948820591,157790.21588000655,185842.5520201832,192855.63605522737
1789224599211,3.0,73.75787346010281,76.40571813592139,86.99709683919569,128.73250693302808,48.68611359277168,156.61670992890944,169.34584462256947,172.5281282959845,5.594463408146857,22.567475773698856,143.59628738215136,173.8534902842645,40187.19365388974,161203.4896813128,187053.4803554911,193515.9780240357
1789224599294,2.0,78.91300105848255,78.91300105848255,78.91300105848255,78.91300105848255,135.97448729033894,135.97448729033894,135.97448729033894,135.97448729033894,17.5223862816118,71.8397122566993,126.15703823178681,139.7363697255587,28192.33099408727,101117.48737340327,174042.64375271928,192273.93284754828
1789224599408,2.0,86.39999533766303,86.39999533766303,86.39999533766303,86.39999533766303,98.3690037351954,98.3690037351954,98.3690037351954,98.3690037351954,13.030975414200777,51.51456988880626,89.99816436341175,99.61906298206311,28065.09776336439,100212.55672196485,172360.01568056532,190396.88042021543
1789224599510,2.0,117.09762951704037,117.09762951704037,117.09762951704037,117.09762951704037,80.18741131834075,80.18741131834075,80.18741131834075,80.18741131834075,11.265216701802764,41.85860385143166,72.45199100106056,80.10033778846778,24703.278297516707,83082.63492153585,141461.991545555,156056.83070155978
1789224599592,2.0,79.60343546308573,79.60343546308573,79.60343546308573,79.60343546308573,56.820205323330015,56.820205323330015,56.820205323330015,56.820205323330015,7.6575729268513335,29.909065616144385,52.16055830543743,57.7234314777607,28272.318121152,100663.03214908578,173053.74617701955,191151.424684003
1789224599674,2.0,84.7692587430588,84.7692587430588,84.7692587430588,84.7692587430588,107.43359708726123,107.43359708726123,107.43359708726123,107.43359708726123,11.4499332046765,54.090313360011756,96.73069351534701,107.39078855418083,27989.379809138412,99297.43902844866,170605.4982477589,188432.51305258647
1789224599747,2.0,102.95486531446315,102.95486531446315,102.95486531446315,102.95486531446315,77.1404761569972,77.1404761569972,77.1404761569972,77.1404761569972,11.79901160024716,38.572886779922925,65.3467619595987,72.04023075451764,24698.02892160695,83101.96378687676,141505.89865214657,156106.88236846402
1789224599828,2.0,116.77812477748402,116.77812477748402,116.77812477748402,116.77812477748402,203.1030031432989,203.1030031432989,203.1030031432989,203.1030031432989,20.697794940273017,101.65419032013187,182.61058569999074,202.84968454495547,24633.26098085907,83129.75695825019,141626.2529356413,156250.37692998908
1789224599889,2.0,116.83179773800754,116.83179773800754,116.83179773800754,116.83179773800754,13.201637121946634,13.201637121946634,13.201637121946634,13.201637121946634,2.832752922725907,7.20476118811831,11.576769453510712,12.669771519858813,24553.60863451101,82485.73321086355,140417.85778721608,154900.88893130422
1789224599970,2.0,112.06383776055422,112.06383776055422,112.06383776055422,112.06383776055422,61.78106785181629,61.78106785181629,61.78106785181629,61.78106785181629,11.183284366624484,30.952252685692383,50.72122100476028,55.66346308452726,24442.66814166773,81433.22907065693,138423.78999964613,152671.43023189344
1789224600041,2.0,101.26163951875725,101.26163951875725,101.26163951875725,101.26163951875725,195.2990658490529,195.2990658490529,195.2990658490529,195.2990658490529,23.88358821546457,97.69016573807073,171.49674326067688,189.94838764132842,24703.5150242799,82807.3222849113,140911.1295455427,155437.08136070054
1789224600123,2.0,104.21962239330679,104.21962239330679,104.21962239330679,104.21962239330679,40.12855665037991,40.12855665037991,40.12855665037991,40.12855665037991,6.628255937054008,22.28730292886369,37.94634992067337,41.86111166862579,25004.09646412423,83911.67663563741,142819.2568071506,157546.1518500289
1789224600194,4.0,71.01390364380187,71.49914849235317,100.56580145286459,151.35356329477537,27.599144639548324,138.2502877811998,249.2453886869858,276.22921140696377,0.31035802070867613,27.599144639548324,171.8322249399258,222.26156596700778,4884.155690082955,83240.43734976463,181778.97376436312,192724.38000919484
